author,date,id,iso,original_review,original_title,predicted_langs/0,predicted_langs/1,predicted_langs/2,predicted_langs/3,predicted_langs/4,product,review,stars,title,version,weight
Oliver L,2015-10-13T18:36:47,14831371782LeQbgRBaUs-SFNyHwFvb77Q,ZZ,App doesn't open when tapping on notification.,Notification issues...,en,fr,la,,,14831371782,App doesn't open when tapping on notification.,4.00,Notification issues...,3.6,0
Joshua Booth,2015-10-13T18:34:31,14831371782LTmVgP90l6Y9QiWaj9Aokxw,ZZ,"If you want an ad-free version like the one shown in the screenshots, you have to buy the pro version through an in-app purchase. There is no mention of this in the description, and the app will not have any ads for several weeks - and then suddenly flash up a notification saying your ""free trial"" has expired and you now need to purchase it. The only reason I can see for them to not mention that their app actually costs money/adspam is so people can give Textra good reviews thinking it's $0 and ad-free.","WARNING: misleading ""free"" price and screenshots",en,,,,,14831371782,"If you want an ad-free version like the one shown in the screenshots, you have to buy the pro version through an in-app purchase. There is no mention of this in the description, and the app will not have any ads for several weeks - and then suddenly flash up a notification saying your ""free trial"" has expired and you now need to purchase it. The only reason I can see for them to not mention that their app actually costs money/adspam is so people can give Textra good reviews thinking it's $0 and ad-free.",2.00,"WARNING: misleading ""free"" price and screenshots",3.6,0
Stephanie Bogatzki,2015-10-13T18:19:59,14831371782LN6TDuhfIhQEVsjnkdVWTZQ,ZZ,"Love this app, love all the different color options to make it not so boring. Works great on my Galaxy Note 3",Two thumbs up!,en,,,,,14831371782,"Love this app, love all the different color options to make it not so boring. Works great on my Galaxy Note 3",5.00,Two thumbs up!,,0
Andy Rourke,2015-10-13T18:17:09,14831371782LKq9KSOOBMvD2hTlV6ozPeA,ZZ,Nice application. But I cant find how many recipients I can add in every SMS I sent. I added 60 (there is no limit warning) and the SMS recipients got instead of the text a file that could not open. I added 25 and they all got the SMS just fine. Is there a limit? Thank you.,,en,,,,,14831371782,Nice application. But I cant find how many recipients I can add in every SMS I sent. I added 60 (there is no limit warning) and the SMS recipients got instead of the text a file that could not open. I added 25 and they all got the SMS just fine. Is there a limit? Thank you.,4.00,,3.6,0
curtis mcallister,2015-10-13T18:14:38,14831371782LYEiUI4N3IMhYH9FtcEJLUw,ZZ,replying from the text preview is a nice feature.,,en,,,,,14831371782,replying from the text preview is a nice feature.,5.00,,3.6,0
Jeffrey Morgan Foss,2015-10-13T18:12:27,14831371782LeE6Ckalo9QZkqw5L90FOSw,ZZ,"Fast, dark mode, awesome!",LG G4,en,da,af,nn,lb,14831371782,"Fast, dark mode, awesome!",5.00,LG G4,3.6,0
Chaahat Dhawan,2015-10-13T18:05:48,14831371782L31ytiZGnPyy7Xj655zdNRA,ZZ,Much more functionality than regular stock texting apps,Great app,en,la,,,,14831371782,Much more functionality than regular stock texting apps,5.00,Great app,3.6,0
Fahad Rahman,2015-10-13T17:47:11,14831371782L1ee72QalsuOtFBPNWoevgg,ZZ,"Great App plenty of useful features! I was having issues with mms in messenger by Google and I switched back to this and no issues since. I was surprised by the revamped interface with material design, a definite plus though I wish each independent message could have its own color like in messenger, instead of a standard color for everyone. That's the only thing I miss.","Fantastic, slight room for improvement",en,,,,,14831371782,"Great App plenty of useful features! I was having issues with mms in messenger by Google and I switched back to this and no issues since. I was surprised by the revamped interface with material design, a definite plus though I wish each independent message could have its own color like in messenger, instead of a standard color for everyone. That's the only thing I miss.",5.00,"Fantastic, slight room for improvement",3.6,0
Tyler Herrod,2015-10-13T17:45:47,14831371782LQ9PoQlSOQvtk2Q9tKU9XrA,ZZ,Awesome app! Can an option be added for random color upon re-entering?,Galaxy S5,en,oc,da,it,la,14831371782,Awesome app! Can an option be added for random color upon re-entering?,5.00,Galaxy S5,3.6,0
Brad Allen,2015-10-13T17:43:36,14831371782LPDm6muehvOm-hditr2cUCg,ZZ,"Small, fast, and does what I need it to do!",Awesome!,en,,,,,14831371782,"Small, fast, and does what I need it to do!",5.00,Awesome!,3.6,0
Bansidhar Sahu,2015-10-13T17:33:10,14831371782L43hd542J4nJTlSk2kMuE_w,ZZ,Excellent.,,fr,ca,hu,lb,br,14831371782,Excellent.,5.00,,,0
Collin Holmes,2015-10-13T17:18:43,14831371782L4M2aEJIgV95VkD5sHixggQ,ZZ,Been using it for about two months great app the ads aren't intrusive at all,Great app,en,,,,,14831371782,Been using it for about two months great app the ads aren't intrusive at all,5.00,Great app,3.6,0
copper sunflower,2015-10-13T17:05:46,14831371782LHdPbYbLQ84IejLMmiFwQhg,ZZ,Hey I absolutely love textra but two things..1 being that I cannot receive picture mail while I'm on the phone and 2 the emojis need to be updated. .but other than that ????????????????????,Love it but,en,,,,,14831371782,Hey I absolutely love textra but two things..1 being that I cannot receive picture mail while I'm on the phone and 2 the emojis need to be updated. .but other than that ????????????????????,4.00,Love it but,,0
Amber Farid,2015-10-13T17:05:00,14831371782LuXEwKgLYJ1766f0DMm4i4g,ZZ,This is a great application. I just love this app.. One thing I want in this app is to archive a conversation option.. That would be great. Otherwise this is app is best of all.. ????,Great application..,en,,,,,14831371782,This is a great application. I just love this app.. One thing I want in this app is to archive a conversation option.. That would be great. Otherwise this is app is best of all.. ????,5.00,Great application..,3.7,0
Matteo Alacran,2015-10-13T17:02:21,14831371782LmwNTe1vjGcd2PUMoPrGomQ,ZZ,Best texting app on the market! 100% of greatness!!,,en,,,,,14831371782,Best texting app on the market! 100% of greatness!!,5.00,,3.6,0
Sean Campbell,2015-10-13T16:57:49,14831371782LoTIA_KSLmfbEEr4EDhakyQ,ZZ,"Great looking app, lots of customization,  easy to use, fast, convenient in every way. Nothing beats it. I've recommended this to my friends and all of them who've used it love it too. Even if you don't pay the measly $1 (worth way more) to remove ads, the ads aren't super annoying. Textra has had a lot of great work put into it, and it shows.",Clearly the best,en,,,,,14831371782,"Great looking app, lots of customization,  easy to use, fast, convenient in every way. Nothing beats it. I've recommended this to my friends and all of them who've used it love it too. Even if you don't pay the measly $1 (worth way more) to remove ads, the ads aren't super annoying. Textra has had a lot of great work put into it, and it shows.",5.00,Clearly the best,3.6,0
Alan Fleming,2015-10-13T16:56:46,14831371782LPDMu0hzzRjJqtXj8X2r2yw,ZZ,"By far best sms app I've tried. The customizable appearance, sounds and set up is easy and looks so much better than stock app. Unfortunately the vibration alert has stopped working and, as I use my phone on silent all day, this is a major fault.",Really good but developed fault,en,,,,,14831371782,"By far best sms app I've tried. The customizable appearance, sounds and set up is easy and looks so much better than stock app. Unfortunately the vibration alert has stopped working and, as I use my phone on silent all day, this is a major fault.",3.00,Really good but developed fault,3.6,0
Marcus Miguel,2015-10-13T16:49:18,14831371782LnzLTgBmXeBTqUjFkW3DIDg,ZZ,Great interface with a simple and elegant look. Does what it needs to do with a few extra tricks that I enjoy such as timed messages.,Amazing app,en,,,,,14831371782,Great interface with a simple and elegant look. Does what it needs to do with a few extra tricks that I enjoy such as timed messages.,5.00,Amazing app,3.6,0
Michael white,2015-10-13T16:37:03,14831371782LLByNYxA0xe1tUqWYHWhlpw,ZZ,"When I try to send an mms from the pop up, it has stopped working. When I hit the button to pick an emoji, or a picture, there's nothing there. I have to open the app to do anything beyond a simple sms.","It's a great app, except for one problem..",en,,,,,14831371782,"When I try to send an mms from the pop up, it has stopped working. When I hit the button to pick an emoji, or a picture, there's nothing there. I have to open the app to do anything beyond a simple sms.",5.00,"It's a great app, except for one problem..",3.7,0
Nicole Hatt,2015-10-13T16:05:25,14831371782L09pyFV2z4Qii610xzSGpCw,ZZ,Way better than the sms messenger that came along with the phone. No glitches. Fast  and love how u customize everything to suit your color.,,en,,,,,14831371782,Way better than the sms messenger that came along with the phone. No glitches. Fast  and love how u customize everything to suit your color.,5.00,,3.6,0
Adeel Malik,2015-10-13T15:35:32,14831371782LcWGMvpXU9Aj3JVLt3TzUUA,ZZ,"Just a perfect app doing speedy texting but lacking  a feature about the delivery report of the last sent message but not for the all sent messages, then it will look more beautiful",Something's Missing,en,,,,,14831371782,"Just a perfect app doing speedy texting but lacking  a feature about the delivery report of the last sent message but not for the all sent messages, then it will look more beautiful",4.00,Something's Missing,3.6,0
Anthony Gale,2015-10-13T15:34:12,14831371782L0Kn6rgkAv46oGitdnWPeTg,ZZ,Downloaded it after Hangouts and Google Messenger got hung up to the point that neither one of them could send or receive MMS messages and all attempts to rectify the problem failed. This app seems to handle MMS perfectly.,So far so good.,en,,,,,14831371782,Downloaded it after Hangouts and Google Messenger got hung up to the point that neither one of them could send or receive MMS messages and all attempts to rectify the problem failed. This app seems to handle MMS perfectly.,5.00,So far so good.,3.7,0
Tyler Grose,2015-10-13T15:28:48,14831371782LcxAgEBJstjCPEBqLbI3Eig,ZZ,"After using Textra there's really no reason to go back to the default app your phone may come with. The ability to click a notification at any time to respond to a text without leaving your current app is amazing. The app looks amazing, and it always works perfectly.",Best SMS app out there.,en,,,,,14831371782,"After using Textra there's really no reason to go back to the default app your phone may come with. The ability to click a notification at any time to respond to a text without leaving your current app is amazing. The app looks amazing, and it always works perfectly.",5.00,Best SMS app out there.,3.6,0
Sean Mahoney,2015-10-13T15:26:29,14831371782LnH3ZGJVXvH2_kDWV8nycRA,ZZ,"I've been an avid user for a few months now, and I love it!  The developers work really hard to provide great customer service, and this app is fantastic, and does everything I need it to do!",Great App,en,,,,,14831371782,"I've been an avid user for a few months now, and I love it!  The developers work really hard to provide great customer service, and this app is fantastic, and does everything I need it to do!",5.00,Great App,3.6,0
Huiqing Xu,2015-10-13T15:24:52,14831371782LHvOYttzXE-mRcyQeTLv_Sg,ZZ,Messaging lags but this works perfectly,,en,,,,,14831371782,Messaging lags but this works perfectly,5.00,,3.6,0
Ash Poffenroth,2015-10-13T15:19:29,14831371782L1TfdOLvnr8knNf39tK1guw,ZZ,"This app is absolutely perfect for replacing your phones default SMS one. The customization options allow you to create your own style, and the notification options allow you to customize vibrations, LED colours, and sound, not only overall, but also for individual contacts. I have tried dozens of other replacement apps, and this has been the best one by a long shot. I would highly recommend it to anyone looking for the perfect SMS app for everyday use. I also love the stagefright protection!",Amazing Default SMS App,en,,,,,14831371782,"This app is absolutely perfect for replacing your phones default SMS one. The customization options allow you to create your own style, and the notification options allow you to customize vibrations, LED colours, and sound, not only overall, but also for individual contacts. I have tried dozens of other replacement apps, and this has been the best one by a long shot. I would highly recommend it to anyone looking for the perfect SMS app for everyday use. I also love the stagefright protection!",5.00,Amazing Default SMS App,3.7,0
Terri Sipantzi,2015-10-13T14:58:07,14831371782Lel4NM6o83_BWzs62e4G7Rw,ZZ,Works well and very easy to use.,Great app.,en,,,,,14831371782,Works well and very easy to use.,5.00,Great app.,3.6,0
Kyle Juelfs,2015-10-13T14:54:53,14831371782LFDKoXHd2Da0XUB-VAvqwiw,ZZ,Random incoming texts will come duplicated or hours/days later,"Great app, but update still has hiccups",en,,,,,14831371782,Random incoming texts will come duplicated or hours/days later,2.00,"Great app, but update still has hiccups",3.6,0
